clip_id	sec	frames	sample_tokens	text
LJ037-0102	6.950	87	735	He stated further that from, quote, What I saw of him, end quote, the man looked like the man in the picture.
LJ037-0104	9.121	115	961	manager of a used-car lot on the northeast corner of Patton Avenue and Jefferson Boulevard, and Sam Guinyard, a porter at the lot.
LJ037-0106	6.218	78	659	Both ran to the sidewalk on the east side of Patton at a point about a half a block south of tenth.
LJ037-0108	6.009	76	644	From across the street Callaway yelled, quote, Hey, man, what the hell is going on? End quote.
LJ037-0110	8.134	102	856	Guinyard claimed that the man ran down the east side of Patton and passed within ten feet of him before crossing to the other side.
LJ037-0112	5.278	66	557	Apparently he had reached for his gun; it lay beneath him outside of the holster.
LJ037-0114	5.893	74	629	He and Scoggins attempted to chase down the gunman in Scoggin's taxicab, but he had disappeared.
LJ037-0116	9.272	116	969	Guinyard and Callaway viewed the same lineup of four men from which Mrs. Markham had earlier made her identification of Lee Harvey Oswald.
LJ037-0118	4.210	53	451	Callaway told the Commission, quote, So they brought four men in.
LJ037-0120	6.822	86	726	Guinyard said, quote, I told them that was him right there. I pointed him out right there, end quote.
LJ037-0122	6.857	86	721	The Dallas Police Department furnished the Commission with pictures of the men who appeared in the lineups with Oswald,
LJ037-0124	3.804	48	408	The Commission is satisfied that the lineups were conducted fairly.
LJ037-0126	3.246	41	349	located on the southeast corner of this intersection.
LJ037-0128	6.683	84	709	were on the lot at the time, and they saw a white male with a revolver in his hands running south on Patton.
LJ037-0130	2.677	34	294	Reynolds and Patterson decided to follow him.
LJ037-0132	5.800	73	613	Neither Reynolds nor Patterson saw the man after he turned off Jefferson at the service station.
LJ037-0134	8.680	109	913	Russell and Patterson were shown a picture of Oswald and they stated that Oswald was the man they saw on November twenty-two, nineteen sixty-three.
LJ037-0136	8.273	104	868	Patterson, when asked later to confirm his identification by affidavit said he did not recall having been shown the photograph.
LJ037-0138	5.487	69	580	Reynolds did not make a positive identification when interviewed by the FBI, but
LJ037-0140	9.667	121	1012	L.J. Lewis said in an interview that because of the distance from which he observed the gunman he would hesitate to state whether the man was identical with Oswald.
LJ037-0142	3.722	47	398	serial number V five one zero two one zero.
LJ037-0144	6.869	86	719	All three identified Exhibit Number one forty-three as the revolver taken from Oswald when he was arrested.
LJ037-0146	2.933	37	318	Barbara Jeanette Davis, and Virginia Davis.
LJ037-0148	4.419	56	472	in Oswald's possession to the exclusion of all other weapons.
LJ037-0152	5.324	67	561	Identification was effected through breech face marks and firing pin marks.
LJ037-0154	5.928	75	629	independently examined the four cartridge cases and arrived at the same conclusion as Cunningham.
LJ037-0158	4.210	53	450	He concluded that all of these cartridges were fired from the same weapon.
LJ037-0162	7.972	100	835	Consecutive bullets fired from the revolver by the FBI experts could not be identified as having been fired from that revolver.
LJ037-0164	2.480	32	276	All four bullets were fired from a weapon
LJ037-0166	6.973	88	740	He concluded, however, that he could not say whether the four bullets were fired from the revolver in Oswald's possession.
LJ037-0168	4.802	61	518	Nicol differed with the FBI experts on one bullet taken from Tippit's body.
LJ037-0170	9.191	115	963	But he agreed that because the other three bullets were mutilated, he could not determine if they had been fired from the same weapon as the test bullets.
LJ037-0172	2.376	30	260	even though only four bullets were recovered.
LJ037-0174	9.214	116	966	but only two of the four discarded cartridge cases found on the lawn at tenth Street and Patton Avenue were of Winchester-Western manufacture.
LJ037-0176	8.285	104	868	And though only one bullet of Remington-Peters manufacture was recovered, two empty cartridge cases of that make were retrieved.
LJ037-0178	6.845	86	721	or one used Remington-Peters cartridge case, which may have been in the revolver before the shooting,
LJ037-0180	9.701	122	1015	If a bullet is missing, five were fired. This corresponds with the observation and memory of Ted Callaway, and possibly Warren Reynolds,
LJ037-0182	1.458	19	168	Ownership of Revolver
LJ037-0184	8.099	102	852	agents of the FBI determined that George Rose and Co. of Los Angeles was a major distributor of this type of revolver.
LJ037-0186	4.222	53	447	disclosed that on January three, nineteen sixty-three,
LJ037-0188	8.668	109	909	Among these guns was a thirty-eight Special caliber Smith and Wesson revolver, serial Number V five one zero two one zero,
LJ037-0190	5.998	75	632	George Rose and Co. had the barrel shortened by a gunsmith to two and one quarter inches.
LJ037-0192	7.693	97	812	Seaport Traders, Incorporated, received through the mail a mail-order coupon for one, quote, point three-eight
LJ037-0194	2.178	28	243	Ten dollars in cash was enclosed.
LJ037-0196	8.285	104	873	A. J. Hidell, aged twenty-eight, end quote. The date of the order was January twenty-seven. No year shown.
LJ037-0200	3.571	45	387	The name written in this space was D. F. Drittal.
LJ037-0202	7.008	88	737	identified records of Seaport Traders, Incorporated, which showed that a, quote, point three eight
LJ037-0204	8.866	111	931	was shipped on March twenty, nineteen sixty-three, to A. J. Hidell, Post Office Box two nine one five, Dallas, Texas.
LJ037-0206	4.326	55	466	The balance due on the purchase was nineteen dollars, ninety-five cents.
LJ037-0208	8.390	105	884	nineteen dollars, ninety-five cents, plus one dollar, twenty-seven cents shipping charge, had been collected from the consignee, Hidell.
LJ037-0210	4.907	62	523	testified before the Commission that the writing on the coupon was Oswald's.
LJ037-0212	8.169	103	866	who attested that the fictitious Hidell was an American citizen and had not been convicted of a felony, was also in Oswald's handwriting.
LJ037-0214	5.975	75	631	When shown the revolver, she stated that she recognized it as the one owned by her husband.
LJ037-0216	8.099	102	854	in the picture she took in late March or early April nineteen sixty-three when the family was living on Neely Street in Dallas.
LJ037-0218	7.879	99	826	Marina Oswald testified that this was the holster which contained the revolver in the photographs taken on Neely Street.
LJ037-0220	6.207	78	657	Approximately fifteen minutes before the shooting of Tippit, Oswald was seen leaving his roominghouse.
LJ037-0222	3.153	40	344	When Oswald was arrested, he did not have a jacket.
LJ037-0226	7.263	91	761	According to Patrolman Poe this description came from Mrs. Markham and Mrs. Barbara Jeanette Davis.
LJ037-0230	8.285	104	870	Mrs. Davis gave Poe the same general description: a, quote, white male in his early twenties, around five foot seven inches
LJ037-0232	1.934	25	218	As has been discussed previously,
LJ037-0234	7.855	99	832	Mrs. Mary Brock, the wife of a mechanic who worked at the station, was there at the time and she saw a white male,
LJ037-0236	4.593	58	490	She last saw him in the parking lot directly behind the service station.
LJ037-0238	6.555	82	686	she identified a picture of Oswald as being the same person she saw on November twenty-two.
LJ037-0240	4.163	53	451	At one:twenty-four p.m., the police radio reported, quote,
LJ037-0242	7.287	92	767	Police Capt. W. R. Westbrook and several other officers concentrated their search along Jefferson Boulevard.
LJ037-0244	8.099	102	849	Westbrook identified Commission Exhibit Number one sixty-two as the light-colored jacket which he discovered underneath the automobile.
LJ037-0246	7.484	94	787	The blue jacket was found in the Texas School Book Depository and was identified by Marina Oswald as her husband's.
LJ037-0248	3.606	46	391	The eyewitnesses vary in their identification of the jacket.
LJ037-0250	4.756	60	508	said that she may have seen the gray zipper jacket but she was not certain.
LJ037-0252	8.018	101	841	Ted Callaway, who saw the gunman moments after the shooting, testified that Commission Exhibit Number one sixty-two
LJ037-0254	4.210	53	449	Two other witnesses, Sam Guinyard and William Arthur Smith,
LJ037-0256	8.482	107	897	Mrs. Markham and Barbara Davis thought that the jacket worn by the slayer of Tippit was darker than the jacket found by Westbrook.
LJ037-0258	8.030	101	847	There is no doubt, however, that Oswald was seen leaving his roominghouse at about one p.m. wearing a zipper jacket,
LJ037-0260	7.960	100	835	that he was seen running along Jefferson Boulevard, that a jacket was found under a car in a lot adjoining Jefferson Boulevard
LJ037-0262	8.239	103	862	These facts warrant the finding that Lee Harvey Oswald disposed of his jacket as he fled from the scene of the Tippit killing.
LJ037-0264	4.790	60	507	and seven eyewitnesses who saw the flight of the gunman with revolver in hand
LJ037-0266	9.214	116	970	(two) the cartridge cases found near the scene of the shooting were fired from the revolver in the possession of Oswald at the time of his arrest,
LJ037-0268	9.225	116	967	(three) the revolver in Oswald's possession at the time of his arrest was purchased by and belonged to Oswald, and (four)
LJ038-0001	3.862	49	418	Report of the President's Commission on the Assassination of President Kennedy.
LJ038-0003	1.505	19	169	Oswald's Arrest
LJ038-0005	7.229	91	761	from where several witnesses last saw Oswald running west on Jefferson Boulevard. Shortly after the Tippit murder,
LJ038-0007	9.051	114	955	One of the persons who heard the sirens was Johnny Calvin Brewer, manager of Hardy's Shoestore, a few doors east of the Texas Theatre.
LJ038-0009	6.485	82	692	When he heard police sirens, he, quote, looked up and saw the man enter the lobby, end quote.
LJ038-0011	4.489	57	485	A police car made a U-turn, and as the sirens grew fainter,
LJ038-0013	4.384	55	468	The man wore a T-shirt beneath his outer shirt and he had no jacket.
LJ038-0015	5.034	63	532	Mrs. Julia Postal, selling tickets at the box office of the Texas Theatre,
LJ038-0017	6.288	79	669	Attracted by the sound of the sirens, Mrs. Postal stepped out of the box office and walked to the curb.
